pH,Temperature,GasFlow,CH4,FeedRate,Label
6.393416290187182,37.13499640058776,4.199247533351083,64.57246957304785,204.54244903133866,1
5.872583155314477,37.48034352610628,4.208657107771874,62.47022268084151,209.15672760662784,1
6.124033308932908,37.87415231296328,4.808364278902122,60.070758452484206,201.14548533582314,1
6.467044332880997,36.755517279397026,4.1731051394107,62.38976072483685,200.8443291041299,1
5.687521998134237,36.897891261177094,4.402477313089285,60.275642090173825,213.10989299824334,1
6.366403516793261,37.03577329782793,4.463440440606776,62.612046817550265,213.91304431482808,1
6.27505062023219,35.921145151068615,4.114433699268432,62.77316042148799,202.4216954999832,1
5.962014622114901,35.69210489918531,4.332071043187501,61.29437225337939,217.92353265429057,1
6.180423698471502,35.51491008380822,4.87944743192951,61.50380103380219,204.08507971904342,1
6.027438169999504,35.57277701887335,4.367325102180758,63.638666973694875,213.1723108601309,1
5.977941946373387,35.67931802392749,4.282169411595171,64.84765486614857,206.85873526013305,1
6.116127550653744,36.49924456282131,4.023104087623389,64.61272356783581,201.7585852379557,1
6.158707744091246,37.43307276827339,4.748734692867722,63.664752222900496,214.79440041001365,1
5.945572166957019,37.688823776123456,4.912441088808055,61.058684145160406,209.69552699295676,1
5.985646396951043,35.83670845790734,4.114936624310987,59.83385666035147,216.88207616919337,1
6.043056227870116,37.550594446161405,4.745161937490587,60.44030160218277,203.70625000887128,1
6.067219812311787,37.8075701168827,4.839415206774137,63.34684844817883,215.28348163581956,1
6.027753295401032,35.50857910628028,4.28554456047084,62.04524987148217,206.32706849894228,1
6.281566759026893,36.119650283422075,4.113896479692203,63.47781047123291,213.96260366545803,1
5.7531568534553,37.943345689119774,4.403189523605666,62.763224714532235,218.20896880529975,1
5.655996588314272,37.63706537201197,4.703912864448946,59.172939417690344,213.29024364122873,1
6.374575617744846,37.39704622395239,4.7606069725158155,59.129353038332816,203.81248221051487,1
6.047716454985021,36.7404380499541,4.943624063618535,61.28076934259589,206.05005214522743,1
5.690772911230622,35.16251286762773,4.068653574430831,62.019168484646094,203.5252391616562,1
6.351617095400832,36.78941545937424,4.864886557852245,60.992232825816515,211.91553990003473,1
6.025428303142419,37.96003024898998,4.796819893243279,62.167800575366314,212.13171978619215,1
5.748801712657391,37.20425883025929,4.982832862968967,58.90601913882534,212.74522395938197,1
6.017881321520294,37.55123357807321,4.000046869791607,58.95609421182529,200.74145572237782,1
5.662933268369958,37.12380884098625,4.1396714243823185,62.35631735977891,217.3641151544046,1
5.534623557935391,35.08035924764038,4.98984827430781,62.71292195887711,202.81390443484818,1
5.806691989914384,37.95501545981906,4.227216574053936,63.26978595589674,204.82364154291244,1
5.898467630483938,37.64211275523997,4.028438941241744,60.15064611572119,209.7438541680129,1
6.125494737826842,35.084724964884614,4.410670966438659,60.410010273335416,200.53733203836765,1
5.855367710767377,37.79506486734955,4.274628442733391,62.099139082622884,205.96191414738573,1
5.606666120630708,35.86917044012084,4.470759138910026,60.07345878492508,212.4833864230812,1
6.449088721981952,35.20781469205128,4.7170043606743315,58.00879484966019,200.0204299810109,1
5.632919354710336,36.439791512580946,4.048004034914834,63.055062374329815,200.5856309024548,1
5.995431774726551,37.02829591296108,4.23755060599295,62.05508695983223,205.23562829931785,1
5.714097260685977,37.45516824305761,4.33291334128064,63.697856968773124,204.33818823557107,1
5.855865570517688,35.307976440979154,4.496500388294261,60.67116004676424,200.11913239317659,1
5.964855127694792,35.22324390934327,4.836956045770242,61.45585222028918,213.8010139304718,1
6.321135995620595,35.15353371725076,4.337197750852751,58.17582478859486,200.992531719395,1
5.537832451237061,36.43371962360539,4.450678047565626,58.42868312293084,205.24736932703186,1
5.744491195506772,35.88984540227722,4.640762398788834,62.879470905565015,206.78142859700208,1
6.28823063779069,36.253580528020784,4.522402690845153,59.01884720293646,204.65790888131934,1
6.227555235420888,37.931126709559045,4.704653555629882,58.379388700754554,202.85782706400792,1
5.94577854193425,37.19771858867882,4.165932457949149,63.2557479561476,211.1167144791864,1
6.2745431787605765,36.67291284233881,4.602523177924863,59.741229462174694,214.40379473855657,1
6.344014368252299,37.61387242345646,4.029453052617612,62.37218460676333,219.79076668367162,1
6.08691565655289,35.51380702258586,4.877608090808156,59.850144903953975,200.9002691912242,1
5.930517967824388,35.3008180802466,4.115242286837567,61.243024031957226,212.25366824151823,1
6.405392061658732,37.115758802037554,4.84260315162292,60.882490901778546,206.37183390293092,1
6.092840266818231,37.0864987022798,4.568250444851471,59.851648917345045,207.39447778676808,1
5.948304706055907,35.04245571228591,4.879838785423281,61.57987118859063,215.02059894435396,1
5.67191129805607,36.66993107426049,4.9261311715185565,59.499937498948825,206.91712401640402,1
5.888323171150508,36.14991083464123,4.60062259416436,60.75639172611519,213.4810899298613,1
5.984560328299976,35.472877779950714,4.948568235471496,59.67661440413144,211.24939855848456,1
5.560694037626824,37.755865040229445,4.927996086736207,60.55180746761035,202.41960322242122,1
6.269984116415557,35.78675802867222,4.700615637417005,64.40603737984075,211.80476577034997,1
